user_id,age,gender,location,platform,reels_watch_time_hours,daily_screen_time_hours,scrolling_sessions_day,notifications_per_day,sleep_hours,physical_activity_hours_week,stress_level,attention_span_score,focus_level,task_completion_rate
121,23,Female,Urban,YouTube Shorts,5.63,12.11,15,58,5.67,3,High,5.86,3.82,20.4
122,27,Female,Rural,Instagram Reels,3.56,10.34,10,32,6.15,,High,6.79,2.75,15.8
123,18,Male,Suburban,TikTok,5.57,13.1,16,69,7.08,3.3,High,6.14,3.52,26
124,26,Female,Urban,TikTok,4.24,9.53,10,31,8.93,5.2,Medium,7.99,5.2,40
125,21,Female,Urban,TikTok,5,11.44,12,32,6.4,2.1,High,7.19,5.34,23.1
126,28,Male,Suburban,TikTok,3.34,9.68,8,38,5.94,4.1,High,7.28,5.13,28
127,16,Male,Rural,TikTok,4.35,12.11,13,42,6.69,5.4,Medium,5.83,4.51,24.9
129,20,Male,Urban,TikTok,4.4,8.62,10,49,7.71,3.1,Medium,5.96,4.78,46.7
130,36,Non-binary,Suburban,Instagram Reels,1.39,3.64,6,23,6.84,5.5,Low,9.38,7.14,40.2
131,16,Male,Rural,Instagram Reels,4.34,10.12,9,26,7.02,,Low,5.41,3.88,22.1
132,26,Female,Urban,Instagram Reels,2.24,7.58,4,18,7.19,5,Medium,7.92,5.74,49.8
133,33,Male,Urban,YouTube Shorts,2.52,7.29,5,12,8,4.4,Low,8.25,6.16,31.8
134,15,Female,Urban,YouTube Shorts,4.04,8.61,12,66,6.92,2,High,6.41,3.26,12.8
135,42,Male,Urban,Instagram Reels,1.85,4.84,3,33,8.2,7,Low,8.3,6.58,41.8
136,34,Male,Rural,YouTube Shorts,2.8,6.01,7,34,7.68,3.8,Medium,8.49,7.32,49.6
137,17,Female,Suburban,YouTube Shorts,3.79,10.56,12,33,5.83,6.1,High,6.79,4.68,30.6
138,27,Male,Urban,TikTok,3.75,9.29,9,28,7.1,5,Medium,6.99,4.74,44.8
139,31,Non-binary,Urban,YouTube Shorts,1.56,7.65,4,26,8.44,2.8,Low,9.37,7.15,46.4
140,21,Male,Urban,YouTube Shorts,3.9,9.18,13,58,8.48,7.5,Low,7.19,5.54,38.3
141,23,Female,Rural,TikTok,4.01,9.97,10,43,7.3,4.1,Medium,6.5,4.19,28.4
142,19,Female,Rural,Instagram Reels,3.59,11.64,11,41,7.44,4.5,High,6.47,4.12,28.4
143,31,Male,Urban,TikTok,2.78,8.52,7,15,9.24,4.6,Low,7.82,7.49,58.7
144,18,Female,Rural,Instagram Reels,5,12.62,15,53,6.25,1.5,High,6.49,4.1,31.4
145,23,Male,Rural,Instagram Reels,4.43,9.5,13,50,6.78,2.8,High,7.31,4.24,24.1
146,30,Male,Urban,Instagram Reels,3.36,6.02,8,23,5.72,3.9,High,7.17,5.14,22.1
147,28,Male,Urban,Instagram Reels,1.33,3.98,7,31,7.97,4.7,Low,9.74,7.79,62.6
148,43,Female,Suburban,YouTube Shorts,1.46,3.24,7,22,7.19,5.6,Low,8.87,7.02,53.4
149,23,Unknown,Urban,TikTok,4.42,10.92,14,44,6.71,3.4,Medium,6.34,5.31,37.6
150,33,Male,Rural,Instagram Reels,2.21,6.96,5,23,8.07,5.4,Low,8.12,6.22,44.8
151,31,Female,Urban,YouTube Shorts,3.09,7.78,5,23,6.83,5.2,Medium,7.5,5.32,45.2
152,33,Female,Urban,TikTok,2.88,6.3,11,38,5.77,4.7,High,7.71,5.24,40.2
153,23,Male,Rural,Instagram Reels,3.23,7.83,8,25,7.76,5.3,Medium,8.3,8.61,67.1
154,22,Female,Suburban,TikTok,4.71,13.71,11,40,7.34,2.1,Medium,7.14,6.11,40.2
155,37,Male,Suburban,Instagram Reels,3.32,7.16,12,59,7.95,6.2,Medium,7.66,5.15,46.2
156,36,Female,Rural,Instagram Reels,2.01,4.95,4,3,7.69,6.3,Low,8.11,5.3,35.5
157,27,Male,Urban,Instagram Reels,2.78,6.46,9,35,6.71,5.3,Low,8.18,7.5,42.5
158,41,Female,Suburban,YouTube Shorts,2.23,4.43,4,3,8.14,6.8,Low,9.09,7.04,50.8
159,18,Female,Rural,TikTok,3.98,11,10,39,5.66,4.3,High,7.11,2.93,19.2
160,24,Non-binary,Urban,TikTok,3.86,9.59,7,38,6.84,2.3,High,6.29,4.63,34.3
161,30,Male,Rural,TikTok,4.37,11.45,10,45,6.68,5.2,Medium,7.84,5.08,39.4
162,36,Female,Suburban,Instagram Reels,2.96,7.05,6,27,7.4,2.6,Low,8.69,6.95,48.9
163,18,Male,Urban,TikTok,5.39,10.54,13,53,6.4,3.9,High,6.87,5.52,32.7
164,15,Female,Urban,Instagram Reels,5.96,15.73,15,75,7.38,1.8,High,6.67,2.48,17.7
165,17,Male,Rural,TikTok,5.25,12.02,12,29,6.88,3.7,Medium,6.7,3.93,16.3
166,21,Male,Urban,Instagram Reels,3.61,9.02,11,35,6.5,7.6,Medium,6.22,3.97,13.6
167,15,Female,Urban,Instagram Reels,4.3,12.61,11,17,7.75,4.6,Medium,6.96,4.81,29
168,15,Female,Urban,Instagram Reels,4.45,10.13,14,53,6.28,4.4,High,6.4,4.26,26.6
169,22,Female,Suburban,Instagram Reels,4.48,10.1,10,36,6.56,3.7,High,6.81,4.33,40.6
170,37,Female,Rural,YouTube Shorts,1.01,5.65,6,18,6.74,5.1,Low,9.64,9.22,55.5
171,23,Male,Urban,TikTok,4.15,10.25,8,28,6.95,4,High,8.34,4.67,36.1
172,32,Male,Urban,YouTube Shorts,3.41,7.13,5,36,6.75,2.2,Medium,9.69,7.07,41.2
173,25,Male,Suburban,TikTok,3.49,9.28,8,59,6.76,4.6,Medium,8.91,7.43,46.4
174,24,Female,Urban,YouTube Shorts,3.89,9.1,10,42,7.13,3.7,High,6.84,3.58,28.3
175,20,Male,Urban,Instagram Reels,2.55,6.29,6,26,6.35,4.7,Low,8.14,5.53,46.3
176,16,Male,Suburban,TikTok,3.61,9.3,7,21,7.47,4.3,Medium,8.93,5.96,50.6
177,34,Male,Urban,YouTube Shorts,0.3,4.64,1,0,8.13,4.4,Low,9.92,8.12,61.1
178,15,Male,Urban,TikTok,3.65,10.46,8,45,5.2,4.8,High,6.55,4.46,31.2
179,27,Male,Urban,YouTube Shorts,1.72,6.05,1,15,8.95,2.1,Low,10,8.72,68.1
180,33,Male,Urban,Instagram Reels,2.87,8.09,7,34,7.63,5.6,Medium,6.91,4.44,40.2
181,24,Male,Urban,Instagram Reels,4.39,10.79,10,40,5.69,2.9,High,6.98,4.52,31.2
182,16,Female,Suburban,TikTok,4.06,9.43,13,41,7.2,5.1,Medium,6.63,4.07,23.1
183,19,Female,Suburban,TikTok,5.33,9.6,12,63,5.16,4.5,High,7.18,4.02,40.2
184,37,Male,Rural,YouTube Shorts,0.39,3.03,2,20,9.22,6.5,Low,10,5.25,40.2
185,18,Female,Urban,Instagram Reels,3.42,8.46,11,42,6.36,4.1,Medium,6.3,4.54,17.2
186,28,Male,Rural,YouTube Shorts,1.91,4.95,4,19,7.04,4.1,Medium,10,7.39,58.5
187,36,Male,Urban,TikTok,4.01,9.47,11,40,6.84,4.9,Medium,8.84,6.66,55.2
188,34,Female,Rural,Instagram Reels,1.99,4.22,6,9,8.74,,Low,9.2,6.91,45.5
189,38,Female,Rural,YouTube Shorts,2.79,9.43,8,15,7.54,3.8,Low,8.15,6.49,49.1
191,27,Female,Urban,TikTok,3.15,9.08,6,15,8.7,1.9,Low,9.26,7,41.7
192,19,Non-binary,Urban,Instagram Reels,5.64,12.53,14,60,5.66,4.3,High,5.77,3.07,22.7
193,28,Female,Suburban,YouTube Shorts,1.6,7.36,5,11,7.72,4.5,Medium,8.97,6.58,43.3
194,25,Male,Urban,Instagram Reels,1.8,5.24,3,11,6.34,2.1,Low,10,7.72,40.4
195,28,Female,Rural,Instagram Reels,2.08,4.75,4,34,8.9,6.2,Low,8.92,6.3,66.7
196,37,Female,Urban,YouTube Shorts,1.24,3.62,2,9,7.04,,Low,8.95,5.62,38.5
197,27,Female,Rural,YouTube Shorts,1.26,3.98,3,0,7.66,2.5,Medium,8.62,5.01,46.2
198,42,Non-binary,Urban,YouTube Shorts,0.43,2,1,12,7.04,4.8,Low,9.65,8.46,59.9
199,33,Female,Urban,Instagram Reels,2.15,3.95,7,24,7.24,5.6,Low,8.45,7.73,64.8
200,26,Male,Urban,TikTok,1.72,4.57,4,13,7.7,8.2,Medium,8.66,7.33,47.5
201,18,Female,Urban,TikTok,4.1,9.41,8,29,6.66,3,High,7.54,4.74,29.2
202,33,Female,Suburban,Instagram Reels,2.41,8.29,10,62,7.84,4.8,High,7.87,5.11,44.1
203,25,Female,Suburban,YouTube Shorts,2,5.99,6,35,9.44,3,Low,8.74,6.64,50.4
204,28,Male,Suburban,TikTok,2.71,7.11,4,,7.01,2,Medium,6.81,4.54,46.8
205,38,Female,Rural,Instagram Reels,1.45,6.35,6,23,9.9075,4.6,Low,10,6.57,43.6
206,18,Male,Urban,TikTok,7.2375,15.78,18,71,5.87,1.8,High,5.45,2.72,25.9
207,23,Female,Rural,TikTok,4.92,8.99,14,54,6.91,3.9,High,6.36,3.49,25.4
208,26,Female,Urban,TikTok,3.7,9.67,9,36,6.69,4.1,High,6.2,3.63,35.6
209,30,Female,Suburban,TikTok,3.25,6.24,10,41,7.36,4.1,Medium,9.63,6.15,37.8
210,21,Unknown,Urban,Instagram Reels,3.32,8.38,11,44,6.3,4.7,High,6.68,4.55,36.9
211,16,Female,Urban,TikTok,6.92,15.28,17,67,5.98,3.8,High,7.1,4.29,32.8
212,23,Female,Suburban,Instagram Reels,4.97,12.45,10,38,6.83,4.1,High,6.7,5.07,27.2
213,27,Male,Rural,Instagram Reels,3.93,9.27,9,42,7.99,3.3,Medium,7.29,4.25,31.5
214,24,Female,Urban,TikTok,5.11,9.98,14,65,5.27,2.7,High,5.75,3.69,40.6
215,20,Male,Urban,Instagram Reels,4.27,7.93,12,52,5.73,5.8,Medium,6.15,2.8,24.5
216,22,Female,Urban,TikTok,4.93,10.73,13,45,5.87,3.6,High,5.8,4.58,29
217,32,Male,Urban,Instagram Reels,2.1,3.34,8,30,8.58,6.4,Medium,8.97,6.19,48
218,31,Female,Urban,YouTube Shorts,2.36,6.94,5,20,8.32,5.3,Low,9.47,6.57,46.3
219,37,Female,Suburban,YouTube Shorts,0.74,5.62,2,6,8.56,3.9,Low,9.4,6.75,60.6
220,15,Female,Rural,TikTok,5.08,9.05,10,25,6.36,4.9,High,7.07,4.91,37.9
221,41,Male,Suburban,Instagram Reels,1.73,8.27,6,22,6.74,2.6,Low,7.4,6.34,57.3
222,36,Female,Urban,Instagram Reels,3.06,8.6,8,22,8.06,6.3,Low,9.06,6.62,42.8
223,17,Male,Urban,TikTok,5.29,13.22,13,60,6.53,0.9,High,5.9,4.81,40.3
224,27,Male,Urban,Instagram Reels,3.82,7.29,10,30,5.16,4.8,High,7.35,3.6,23.3
225,21,Female,Urban,Instagram Reels,3.31,7.09,10,53,7.17,5.5,Medium,7.93,6.05,32.3
226,27,Female,Urban,Instagram Reels,2.5,8.53,6,36,8.62,6.8,Medium,7.98,5.46,43.9
227,32,Female,Suburban,Instagram Reels,2.48,7.01,13,,6.87,3,Medium,9.22,7.17,52.6
228,21,Female,Urban,YouTube Shorts,3.91,9.43,5,5,7.56,3,Medium,7.13,6.44,45.6
229,33,Female,Urban,YouTube Shorts,1.2,2.93,5,21,7.92,7.7,Low,10,7.66,50.2
230,18,Female,Urban,TikTok,4.46,9.02,10,32,4.82,6.1,Medium,8.26,6.49,51.3
231,21,Female,Suburban,TikTok,4.51,8.53,10,41,6.35,5.6,High,6.17,5.17,27.5
232,18,Male,Urban,Instagram Reels,3.88,11.56,8,35,7.72,2.6,Medium,8.11,5.98,36.9
233,16,Female,Urban,Instagram Reels,2.49,8.55,8,24,8.22,,Low,9.29,6.79,49.3
234,44,Male,Rural,YouTube Shorts,2.32,5.73,6,42,6.51,3.8,Low,8.96,6.51,45.4
235,35,Female,Suburban,Instagram Reels,2.94,11.51,7,13,7.7,3.2,Low,8,6.13,40.9
236,37,Male,Urban,Instagram Reels,1.95,3.22,2,17,8.34,7,Low,8.98,6.68,42
237,37,Non-binary,Suburban,YouTube Shorts,0.3,2.78,3,11,8.74,4.2,Low,10,8.83,64
238,21,Male,Urban,TikTok,4.11,8.28,7,38,6.77,3.6,High,7.42,5.77,33.7
239,15,Male,Suburban,YouTube Shorts,3.74,8.32,8,38,5.85,4.1,High,6.99,5.94,36.1
240,19,Non-binary,Suburban,TikTok,3.81,7.61,8,29,7.51,5.3,Low,7.89,5.23,45
241,17,Female,Urban,TikTok,3.43,8.24,9,35,6.7,5.4,Medium,8.32,5.77,35.4
242,32,Male,Suburban,YouTube Shorts,0.61,3.59,4,1,8.38,7.5,Low,10,8.2,62.4
243,41,Female,Urban,YouTube Shorts,1.02,3.94,2,27,7.37,5.4,Medium,7.8,5.88,32.1
244,30,Female,Rural,Instagram Reels,2.46,7.69,2,3,7.62,2.3,Low,8.95,7.22,65.6
245,40,Female,Urban,YouTube Shorts,2.33,6.71,8,49,6.46,2.6,High,8.06,3.98,33.7
246,35,Female,Suburban,YouTube Shorts,1.36,4.78,3,16,7.67,4.4,Low,9.69,7.6,40.2
247,29,Female,Rural,YouTube Shorts,2.22,5.4,9,16,6.33,5.3,Medium,6.67,5.48,29.3
248,34,Male,Suburban,YouTube Shorts,2.76,9.07,8,29,7.35,4.6,Medium,7.95,5.03,26.3
249,23,Male,Urban,Instagram Reels,3.59,10.09,12,48,7.52,6.3,High,7.05,3.13,33.6
250,29,Male,Suburban,YouTube Shorts,2.92,8.86,10,54,8.08,2.5,Medium,8.46,4.65,39.7
251,35,Female,Rural,YouTube Shorts,3.4,6.02,8,42,7.03,,Low,9,6.35,49.4
252,23,Male,Urban,Instagram Reels,3.74,9.9,9,42,5.82,,Medium,7.98,5.29,17.1
253,31,Female,Urban,YouTube Shorts,0.81,2.82,1,0,8.45,10,Low,9.67,6.83,56.3
254,44,Male,Urban,Instagram Reels,2.51,8.31,6,13,7.64,4.9,Medium,8.66,5.1,35.6
255,43,Female,Urban,YouTube Shorts,2.29,8.87,5,13,7.91,2.1,Low,8.2,6.34,56.3
256,23,Male,Urban,TikTok,2.65,7.63,7,20,6.1,5.2,Medium,7.07,4.2,34
257,23,Female,Rural,TikTok,4.36,11.41,11,50,8.97,2.8,Low,8.34,6.7,37.4
258,23,Male,Suburban,Instagram Reels,4.01,11.39,12,31,7.19,5.2,Low,6.56,4.19,27.6
259,29,Male,Urban,YouTube Shorts,2.79,9.07,6,33,7.2,5.5,Medium,8.1,6.24,47
260,19,Male,Urban,Instagram Reels,3.06,9.62,8,33,7.56,4.4,Medium,8.49,5.87,32.2
261,17,Female,Urban,TikTok,3.72,10.3,7,32,7.43,1.6,Low,5.77,4.32,34.2
262,27,Female,Suburban,TikTok,2.8,8.2,6,32,7.84,4.5,Medium,8.3,5.66,34.5
